Rank,Phrase,Frequency,Type
69,to achieve prosperity for all,1248,5-gram
70,"2: promoting sustained, inclusive and",1222,5-gram
71,states parties to the convention,1208,5-gram
72,challenges and opportunities in multilateralism,1171,5-gram
73,and opportunities in multilateralism for,1171,5-gram
74,opportunities in multilateralism for trade,1171,5-gram
75,in multilateralism for trade and,1171,5-gram
76,multilateralism for trade and development,1170,5-gram
77,1: challenges and opportunities in,1144,5-gram
78,on emerging technologies in the,1123,5-gram
79,the implementation of the 2030,1121,5-gram
80,world summit on the information,1121,5-gram
81,of the implementation of the,1118,5-gram
82,speak on behalf of the,1111,5-gram
83,of the 2030 agenda for,1111,5-gram
84,convention on the rights of,1078,5-gram
85,the group of governmental experts,1072,5-gram
86,of the united nations and,1052,5-gram
87,the world summit on the,1051,5-gram
88,the rights of the child,1044,5-gram
89,the convention on the rights,1036,5-gram
90,convention on certain conventional weapons,1026,5-gram
91,united nations high commissioner for,1007,5-gram
92,of the report of the,1005,5-gram
93,"international law, including international humanitarian",1004,5-gram
94,on the rights of the,1003,5-gram
95,to speak on behalf of,998,5-gram
96,the united nations high commissioner,987,5-gram
97,implementation of the 2030 agenda,985,5-gram
98,nam is of the view,982,5-gram
99,equality and the empowerment of,970,5-gram
100,the use of certain conventional,959,5-gram
101,gender equality and the empowerment,959,5-gram
102,the general assembly at its,959,5-gram
103,to the convention on certain,958,5-gram
104,be deemed to be excessively,952,5-gram
105,deemed to be excessively injurious,938,5-gram
106,office of the united nations,925,5-gram
107,use of certain conventional weapons,923,5-gram
108,may be deemed to be,909,5-gram
109,to emerging technologies in the,901,5-gram
110,the united nations conference on,898,5-gram
111,of the united nations system,889,5-gram
112,of the world summit on,886,5-gram
113,states parties to the ccw,883,5-gram
114,of the group of governmental,876,5-gram
115,and international human rights law.,866,5-gram
116,to be excessively injurious or,863,5-gram
117,of lethal autonomous weapons systems,863,5-gram
118,to the implementation of the,861,5-gram
119,of the united nations high,861,5-gram
120,on the use of certain,856,5-gram
121,"law, including international humanitarian law",851,5-gram
122,excessively injurious or to have,848,5-gram
123,be excessively injurious or to,840,5-gram
124,restrictions on the use of,838,5-gram
125,group of governmental experts on,837,5-gram
126,on the implementation of the,830,5-gram
127,of the parties to the,829,5-gram
128,the economic and social council,829,5-gram
129,the united nations office at,826,5-gram
130,of certain conventional weapons which,823,5-gram
131,injurious or to have indiscriminate,816,5-gram
132,within the framework of the,812,5-gram
133,small arms and light weapons,807,5-gram
134,for the implementation of the,801,5-gram
135,1 1 1 1 1,800,5-gram
136,a t i o n,798,5-gram
137,on behalf of the european,797,5-gram
138,in the framework of the,795,5-gram
139,of the high contracting parties,792,5-gram
140,which may be deemed to,792,5-gram
141,on the basis of the,787,5-gram
142,the united nations and the,776,5-gram
143,challenges posed by emerging technologies,775,5-gram
144,posed by emerging technologies in,772,5-gram
145,related to emerging technologies in,770,5-gram
146,by emerging technologies in the,770,5-gram
147,nam states parties to the,766,5-gram
148,"2030 agenda for sustainable development,",760,5-gram
149,and other state parties to,752,5-gram
150,the proposed programme budget for,748,5-gram
151,the report of the secretary-general,747,5-gram
152,as a result of the,743,5-gram
153,or restrictions on the use,738,5-gram
154,the context of the objectives,738,5-gram
155,context of the objectives and,736,5-gram
156,achievement of the sustainable development,733,5-gram
157,parties and other states parties,729,5-gram
158,nam states parties and other,727,5-gram
159,states parties and other states,727,5-gram
160,of the group of 77,724,5-gram
161,the objectives and purposes of,724,5-gram
162,we commit to taking the,722,5-gram
163,commit to taking the following,722,5-gram
164,to taking the following actions:,722,5-gram
165,objectives and purposes of the,719,5-gram
166,the rights of persons with,717,5-gram
167,agreed with the board’s recommendation,715,5-gram
168,or to have indiscriminate effects,710,5-gram
169,weapons which may be deemed,696,5-gram
170,the group of nam is,695,5-gram
171,the group of 77 and,693,5-gram
172,the high contracting parties to,689,5-gram
173,other state parties to the,688,5-gram
174,to the general assembly at,682,5-gram
175,security challenges posed by emerging,682,5-gram
176,conventional weapons which may be,679,5-gram
177,certain conventional weapons which may,678,5-gram
178,international security challenges posed by,677,5-gram
179,an integral part of the,676,5-gram
180,report of the secretary-general on,676,5-gram
181,the doha programme of action,676,5-gram
182,0 0 0 0 0,675,5-gram
183,9 9 9 9 9,673,5-gram
184,nations conference on trade and,671,5-gram
185,with the board’s recommendation that,670,5-gram
186,by the general assembly in,665,5-gram
187,the total elimination of nuclear,664,5-gram
188,the conference of the parties,661,5-gram
189,of the charter of the,655,5-gram
190,of the work of the,653,5-gram
191,united nations conference on trade,653,5-gram
192,humanitarian and international security challenges,651,5-gram
193,kingdom of great britain and,650,5-gram
194,"and summits, as related to",650,5-gram
195,"summits, as related to trade",650,5-gram
196,as related to trade and,650,5-gram
197,3: contributing to the effective,650,5-gram
198,of the doha programme of,649,5-gram
199,and international security challenges posed,647,5-gram
200,food and agriculture organization of,645,5-gram
201,agriculture organization of the united,645,5-gram
202,group of nam is of,644,5-gram
203,of nam is of the,644,5-gram
204,and agriculture organization of the,644,5-gram
205,the achievement of the sustainable,641,5-gram
206,the sustainable development goals and,640,5-gram
207,of great britain and northern,636,5-gram
208,summit on the information society,635,5-gram
209,in the report of the,634,5-gram
210,of the objectives and purposes,633,5-gram
211,on the rights of persons,632,5-gram
212,all forms of violence against,631,5-gram
213,the humanitarian and international security,629,5-gram
214,addressing the humanitarian and international,627,5-gram
215,the full implementation of the,626,5-gram
216,for addressing the humanitarian and,626,5-gram
217,"sub-theme 2: promoting sustained, inclusive",624,5-gram
218,related to trade and development.,624,5-gram
219,to trade and development. paragraph,624,5-gram
220,trade and development. paragraph of,624,5-gram
221,and development. paragraph of the,624,5-gram
222,development. paragraph of the nairobi,624,5-gram
223,advisory committee on administrative and,622,5-gram
224,elimination of all forms of,621,5-gram
225,the office of the united,615,5-gram
226,the promotion and protection of,615,5-gram
227,of the economic and social,613,5-gram
228,in all its forms and,613,5-gram
229,programme budget for the biennium,610,5-gram
230,the nam states parties and,609,5-gram
231,in the area of laws.,608,5-gram
232,latin america and the caribbean,607,5-gram
233,of the view that the,605,5-gram
234,committee on administrative and budgetary,604,5-gram
235,of the outcomes of the,600,5-gram
236,united nations framework convention on,600,5-gram
237,of the conference of the,599,5-gram
238,achieve prosperity for all paragraph,598,5-gram
239,prosperity for all paragraph of,598,5-gram
240,for all paragraph of the,598,5-gram
241,all paragraph of the nairobi,598,5-gram
242,achieve prosperity for all d,598,5-gram
243,prosperity for all d /b,598,5-gram
244,for all d /b /6,598,5-gram
245,all d /b /6 paragraph,598,5-gram
246,d /b /6 paragraph of,598,5-gram
247,/b /6 paragraph of the,598,5-gram
248,/6 paragraph of the nairobi,598,5-gram
249,and related outputs comments/observations 5,598,5-gram
250,related outputs comments/observations 5 (2,598,5-gram
251,"and summits, as related d",598,5-gram
252,to trade and development. /b,598,5-gram
253,trade and development. /b /6,598,5-gram
254,and development. /b /6 5,598,5-gram
255,4 contributing to the effective,598,5-gram
256,i have the honor to,595,5-gram
257,"of science, technology and innovation",583,5-gram
258,the addis ababa action agenda,582,5-gram
259,have the honor to speak,578,5-gram
260,conference of the parties to,574,5-gram
261,nations high commissioner for human,573,5-gram
262,implementation of the outcomes of,572,5-gram
263,the outcomes of the world,572,5-gram
264,sub-theme 1: challenges and opportunities,572,5-gram
265,for trade and development d,572,5-gram
266,trade and development d /b,572,5-gram
267,and development d /b paragraph,572,5-gram
268,development d /b paragraph of,572,5-gram
269,d /b paragraph of the,572,5-gram
270,/b paragraph of the nairobi,572,5-gram
271,and related outputs comments/observations /6,572,5-gram
272,related outputs comments/observations /6 5,572,5-gram
273,outputs comments/observations /6 5 (2,572,5-gram
274,for trade and development paragraph,572,5-gram
275,trade and development paragraph of,572,5-gram
276,and development paragraph of the,572,5-gram
277,development paragraph of the nairobi,572,5-gram
278,behalf of the european union,570,5-gram
279,of the council of europe,570,5-gram
280,the honor to speak on,566,5-gram
281,honor to speak on behalf,566,5-gram
282,prohibitions or restrictions on the,566,5-gram
283,nations framework convention on climate,564,5-gram
284,"charter of the united nations,",558,5-gram
285,on prohibitions or restrictions on,556,5-gram
286,of the general assembly on,555,5-gram
287,human rights and fundamental freedoms,554,5-gram
288,covenant on civil and political,553,5-gram
289,united kingdom of great britain,553,5-gram
290,in the context of conformity,552,5-gram
291,"science, technology and innovation for",548,5-gram
292,european union and its member,546,5-gram
293,international covenant on civil and,544,5-gram
294,convention on prohibitions or restrictions,542,5-gram
295,the office of the high,542,5-gram
296,the right to privacy in,541,5-gram
297,the elimination of all forms,541,5-gram
298,the advisory committee on administrative,541,5-gram
299,of the 2030 agenda and,539,5-gram
300,the european union and its,537,5-gram
301,the international covenant on civil,534,5-gram
302,canada – weapons threat reduction,534,5-gram
303,– weapons threat reduction program,534,5-gram
304,the general assembly in its,533,5-gram
305,target date: fourth quarter of,531,5-gram
306,"least developed countries, landlocked developing",528,5-gram
307,implementing country canada – weapons,528,5-gram
308,country canada – weapons threat,528,5-gram
309,countries and small island developing,523,5-gram
310,the universal declaration of human,522,5-gram
311,weapons threat reduction program global,522,5-gram
312,threat reduction program global affairs,522,5-gram
313,reduction program global affairs canada,522,5-gram
314,department of economic and social,521,5-gram
315,that have not yet done,519,5-gram
316,have not yet done so,519,5-gram
317,of the convention on the,519,5-gram
318,eu and its member states,519,5-gram
319,"of the sustainable development goals,",517,5-gram
320,review of the implementation of,516,5-gram
321,the united nations framework convention,513,5-gram
322,examined in the context of,512,5-gram
323,the eu and its member,512,5-gram
324,and examined in the context,511,5-gram
325,c h i l d,509,5-gram
326,of a legally binding instrument,508,5-gram
327,free of nuclear weapons and,508,5-gram
328,international conference on financing for,508,5-gram
329,"countries, landlocked developing countries and",508,5-gram
330,the board’s recommendation that it,508,5-gram
331,to privacy in the digital,506,5-gram
332,control and supervision of humans,505,5-gram
333,outcomes of the world summit,505,5-gram
334,direct control and supervision of,503,5-gram
335,"those with autonomous functions, must",502,5-gram
336,"with autonomous functions, must remain",502,5-gram
337,"autonomous functions, must remain under",502,5-gram
338,under the direct control and,502,5-gram
339,the direct control and supervision,502,5-gram
340,"functions, must remain under the",501,5-gram
341,must remain under the direct,501,5-gram
342,remain under the direct control,501,5-gram
343,the responsibility of states for,500,5-gram
344,not yet done so to,499,5-gram
345,responsibility of states for internationally,498,5-gram
346,"and international human rights law,",498,5-gram
347,the right to freedom of,498,5-gram
348,high contracting parties to the,497,5-gram
349,charter of the united nations,497,5-gram
350,right to privacy in the,495,5-gram
351,of the sustainable development goals,495,5-gram
352,state parties to the convention,492,5-gram
353,of states for internationally unlawful,489,5-gram
354,states for internationally unlawful acts,489,5-gram
355,for internationally unlawful acts caused,489,5-gram
356,internationally unlawful acts caused by,489,5-gram
357,poverty in all its forms,489,5-gram
358,the special representative of the,489,5-gram
359,of information and communications technologies,489,5-gram
360,the normative and operational framework,488,5-gram
361,as well as international peace,486,5-gram
362,well as international peace and,486,5-gram
363,landlocked developing countries and small,484,5-gram
364,group of nam and other,482,5-gram
365,"developed countries, landlocked developing countries",481,5-gram
366,developing countries and small island,481,5-gram
367,"of lethal autonomous weapons systems,",480,5-gram
368,special representative of the secretary-general,480,5-gram
369,meeting of the general assembly,478,5-gram
370,"the rights of the child,",476,5-gram
371,i have the honour to,475,5-gram
372,proposed programme budget for the,474,5-gram
373,between the united nations and,474,5-gram
374,high commissioner for human rights,472,5-gram
375,"all weapons, including those with",471,5-gram
376,"weapons, including those with autonomous",471,5-gram
377,of the office of the,471,5-gram
378,"including those with autonomous functions,",470,5-gram
379,zone free of nuclear weapons,469,5-gram
380,of small arms and light,467,5-gram
381,and supervision of humans at,466,5-gram
382,supervision of humans at all,466,5-gram
383,on administrative and budgetary questions,466,5-gram
384,the context of conformity to,465,5-gram
385,the implementation of the outcomes,465,5-gram
386,on behalf of the non-aligned,461,5-gram
387,at the end of the,461,5-gram
388,the food and agriculture organization,458,5-gram
389,general assembly in its resolution,457,5-gram
390,on science and technology for,457,5-gram
391,international law including international humanitarian,456,5-gram
392,the office of internal oversight,456,5-gram
393,united nations conference on the,455,5-gram
394,context of conformity to international,454,5-gram
395,conference on trade and development,452,5-gram
396,deliberated and examined in the,452,5-gram
397,in progress priority: medium target,452,5-gram
398,progress priority: medium target date:,452,5-gram
399,reflected in the final document,451,5-gram
400,"the least developed countries, landlocked",451,5-gram
401,status: in progress priority: medium,451,5-gram
402,the group of nam and,450,5-gram
403,for the least developed countries,450,5-gram
404,official records of the general,448,5-gram
405,sendai framework for disaster risk,447,5-gram
406,i i i i i,445,5-gram
407,on the elimination of all,444,5-gram
408,gender stereotypes and negative social,444,5-gram
409,program global affairs canada collaborating,444,5-gram
410,on certain conventional weapons (ccw),443,5-gram
411,status: in progress priority: high,443,5-gram
412,for the period from 1,442,5-gram
413,targeted assistance to african countries,442,5-gram
414,in progress priority: high target,442,5-gram
415,progress priority: high target date:,442,5-gram
416,the vienna programme of action,441,5-gram
417,"rights, including the right to",440,5-gram
418,other weapons of mass destruction,439,5-gram
419,and the empowerment of women,438,5-gram
420,the united nations system to,438,5-gram
421,"violence against women and girls,",437,5-gram
422,in the light of the,434,5-gram
423,third international conference on financing,434,5-gram
424,"records of the general assembly,",434,5-gram
425,law including international humanitarian law,433,5-gram
426,as well as the establishment,433,5-gram
427,office of internal oversight services,433,5-gram
428,implementation of the doha programme,432,5-gram
429,there is an urgent need,431,5-gram
430,e e e e e,431,5-gram
431,developments in the field of,427,5-gram
432,"for the least developed countries,",426,5-gram
433,of the united nations conference,425,5-gram
434,of the sustainable development goals.,425,5-gram
435,empowerment of all women and,424,5-gram
436,is an urgent need to,424,5-gram
437,"nations educational, scientific and cultural",421,5-gram
438,in the area of laws,419,5-gram
439,of the view that lethal,417,5-gram
440,the view that lethal autonomous,417,5-gram
441,"united nations educational, scientific and",417,5-gram
442,commission on science and technology,417,5-gram
443,as reflected in the final,415,5-gram
444,well as the establishment of,415,5-gram
445,convention on the elimination of,415,5-gram
446,of the european union and,411,5-gram
447,the empowerment of all women,411,5-gram
448,high-level meeting of the general,411,5-gram
449,there is a need to,410,5-gram
450,of violence against women and,409,5-gram
451,programme of action for the,408,5-gram
452,"on science, technology and innovation",407,5-gram
453,of the secretary-general on the,406,5-gram
454,category and subcategory planned actual,406,5-gram
455,and subcategory planned actual planned,406,5-gram
456,subcategory planned actual planned planned,406,5-gram
457,of the non-aligned movement (nam),404,5-gram
458,the non-aligned movement (nam) and,404,5-gram
459,non-aligned movement (nam) and other,404,5-gram
460,movement (nam) and other states,404,5-gram
461,(nam) and other states parties,404,5-gram
462,"of international law, including international",404,5-gram
463,to support the implementation of,403,5-gram
464,behalf of the non-aligned movement,403,5-gram
465,moral concerns about lethal autonomous,403,5-gram
466,use or threat of use,403,5-gram
467,in small arms and light,402,5-gram
468,final document adopted at the,400,5-gram
469,the board recommended that the,399,5-gram
470,to the convention and its,398,5-gram
471,the department of economic and,398,5-gram
472,elements of a legally binding,397,5-gram
473,of the rights of the,397,5-gram
474,to the work of the,396,5-gram
475,"the economic and social council,",395,5-gram
476,should be included in the,395,5-gram
477,the general assembly on the,395,5-gram
478,of governmental experts on emerging,394,5-gram
479,experts on emerging technologies in,394,5-gram
480,the right to privacy and,394,5-gram
481,the third international conference on,394,5-gram
482,and the empowerment of all,393,5-gram
483,governmental experts on emerging technologies,393,5-gram
484,purposes and principles of the,393,5-gram
485,of emerging technologies in the,392,5-gram
486,be thoroughly deliberated and examined,392,5-gram
487,thoroughly deliberated and examined in,392,5-gram
488,entry into force of the,391,5-gram
489,to achieve the sustainable development,391,5-gram
490,made in the implementation of,391,5-gram
491,"to national or ethnic, religious",390,5-gram
492,of the board of auditors,390,5-gram
493,"united nations, treaty series, vol.",389,5-gram
494,"of the united nations system,",389,5-gram
495,area of lethal autonomous weapon,389,5-gram
496,nations high commissioner for refugees,389,5-gram
497,the period from 1 july,386,5-gram
498,in the final document adopted,384,5-gram
499,"with international law, including international",384,5-gram
500,of the third international conference,383,5-gram
