Rank,Phrase,Frequency,Type
90,nations office on drugs and crime,178,6-gram
91,n a t i o n,177,6-gram
92,united nations high commissioner for human,175,6-gram
93,the special representative of the secretary-general,175,6-gram
94,the department of peacekeeping operations and,175,6-gram
95,gender equality and the empowerment of,174,6-gram
96,united nations high commissioner for refugees,174,6-gram
97,i n g t h e,174,6-gram
98,economic and social commission for western,170,6-gram
99,i n i s t r,170,6-gram
100,in accordance with general assembly resolution,169,6-gram
101,the board recommends that the administration,169,6-gram
102,the democratic republic of the congo,168,6-gram
103,"of great britain and northern ireland,",168,6-gram
104,– – – – – 1,168,6-gram
105,e d u c a t,168,6-gram
106,the implementation of the 2030 agenda,167,6-gram
107,category and subcategory planned actual planned,167,6-gram
108,"1 overall policymaking, direction and coordination",166,6-gram
109,the declaration on the granting of,165,6-gram
110,regulations and rules of the united,165,6-gram
111,emerging technologies in the area of,164,6-gram
112,expenditure and changes in reserves and,164,6-gram
113,and changes in reserves and fund,164,6-gram
114,the proposed programme budget for the,163,6-gram
115,t i o n o f,163,6-gram
116,d u c a t i,163,6-gram
117,u c a t i o,163,6-gram
118,of great britain and northern ireland,162,6-gram
119,social development in latin america and,162,6-gram
120,t h e m i n,162,6-gram
121,the granting of independence to colonial,161,6-gram
122,on the granting of independence to,159,6-gram
123,office of information and communications technology,159,6-gram
124,the office of human resources management,159,6-gram
125,and subcategory planned actual planned planned,159,6-gram
126,"office of programme planning, budget and",158,6-gram
127,economic and social development in latin,157,6-gram
128,and social development in latin america,157,6-gram
129,of the united nations office at,157,6-gram
130,x x x x x x,157,6-gram
131,of the charter of the united,156,6-gram
132,social commission for asia and the,156,6-gram
133,h e m i n i,156,6-gram
134,e m i n i s,156,6-gram
135,and social commission for asia and,155,6-gram
136,economic and social commission for asia,154,6-gram
137,committee recommends the approval of the,153,6-gram
138,developing countries and small island developing,152,6-gram
139,the advisory committee recommends the approval,151,6-gram
140,advisory committee recommends the approval of,151,6-gram
141,the united nations joint staff pension,149,6-gram
142,priority: medium target date: not applicable,149,6-gram
143,a t i o n s,149,6-gram
144,in the democratic republic of the,148,6-gram
145,landlocked developing countries and small island,148,6-gram
146,of the office of internal oversight,148,6-gram
147,· · · · · ·,148,6-gram
148,compared with the revised appropriation for,148,6-gram
149,"developed countries, landlocked developing countries and",147,6-gram
150,4 4 4 4 4 4,147,6-gram
151,parties to the treaty on the,145,6-gram
152,financial regulations and rules of the,144,6-gram
153,the charter of the united nations,143,6-gram
154,"least developed countries, landlocked developing countries",143,6-gram
155,"countries, landlocked developing countries and small",142,6-gram
156,department for general assembly and conference,142,6-gram
157,the financial regulations and rules of,142,6-gram
158,presented in the performance measure below,142,6-gram
159,"united nations educational, scientific and cultural",141,6-gram
160,in the performance measure below (see,141,6-gram
161,1 – – – – 1,140,6-gram
162,liabilities and reserves and fund balances,139,6-gram
163,the proposed regular budget resources for,138,6-gram
164,n i s t r y,138,6-gram
165,target date: fourth quarter of 2011,137,6-gram
166,and social commission for western asia,136,6-gram
167,general assembly and economic and social,136,6-gram
168,the united kingdom of great britain,135,6-gram
169,assembly and economic and social council,135,6-gram
170,equality and the empowerment of women,134,6-gram
171,proposed post and non-post resource requirements,134,6-gram
172,post and non-post resource requirements for,134,6-gram
173,"and, and, and, and, and, and,",134,6-gram
174,nations high commissioner for human rights,133,6-gram
175,of the proposed programme budget for,133,6-gram
176,of the advisory committee on administrative,132,6-gram
177,of the special representative of the,131,6-gram
178,status: implemented priority: medium target date:,129,6-gram
179,implemented priority: medium target date: not,129,6-gram
180,in small arms and light weapons,128,6-gram
181,declaration on the granting of independence,128,6-gram
182,p u b l i c,128,6-gram
183,granting of independence to colonial countries,127,6-gram
184,and economic and social council affairs,127,6-gram
185,b. proposed post and non-post resource,127,6-gram
186,the committee was also informed that,127,6-gram
187,excess (shortfall) of income over expenditure,126,6-gram
188,food and agriculture organization of the,125,6-gram
189,the advisory committee was provided with,125,6-gram
190,"of the general assembly, thirty-first ses",125,6-gram
191,of independence to colonial countries and,124,6-gram
192,expected accomplishments and indicators of achievement,124,6-gram
193,department of peacekeeping operations and the,124,6-gram
194,income and expenditure and changes in,124,6-gram
195,w i t h t h,124,6-gram
196,i t h t h e,124,6-gram
197,the report of the board of,123,6-gram
198,and expenditure and changes in reserves,123,6-gram
199,commission for asia and the pacific,122,6-gram
200,countries and countries with economies in,122,6-gram
